restaurant_name,email,phone,cuisine_type,address,google_rating,review_count,website,facebook,instagram,first_name,city
Willa Jean,info@willajean.com,(504) 509-7334,Breakfast restaurant,"611 O'Keefe Ave, New Orleans, LA 70113",4.6,4127.0,https://willajean.com/,https://www.facebook.com/WillaJeanNOLA,https://www.instagram.com/willajeanneworleans,Owner,New Orleans
Steamboat NATCHEZ - Official Site,charters@neworleanssteamboat.com,(504) 569-1401,Restaurant,"400 Toulouse St, New Orleans, LA 70130",4.4,4524.0,https://www.steamboatnatchez.com/,https://www.facebook.com/SteamboatNatchez/,https://www.instagram.com/steamernatchez/,Owner,New Orleans
Central Grocery and Deli,centralgrocery923@yahoo.com,(504) 523-1620,Italian grocery store,"923 Decatur St, New Orleans, LA 70116",4.6,4116.0,https://centralgrocery.com/,https://www.facebook.com/centralgrocery,https://www.instagram.com/centralgrocerynola/,Owner,New Orleans
Hard Rock Cafe,neworleanssales@hardrock.com,(504) 529-5617,American restaurant,"125 Bourbon St, New Orleans, LA 70130",4.1,5011.0,https://cafe.hardrock.com/new-orleans/#utm_source=Google&utm_medium=Yext&utm_campaign=Listings,https://www.facebook.com/hardrockcafeneworleans,https://www.instagram.com/hardrockcafeneworleans/,Owner,New Orleans
Drago's Seafood Restaurant - Hilton New Orleans Riverside,michelle@dragosrestaurant.com,(504) 584-3911,Seafood restaurant,"2 Poydras St, New Orleans, LA 70112",4.1,6224.0,https://www.dragosrestaurant.com/,,,Owner,New Orleans
Melba's on Elysian Fields Ave,scott@melbas.com,+1 504-267-7765,Creole restaurant,"1525 Elysian Fields Ave, New Orleans, LA 70117, United States",4.1,6432.0,https://www.melbas.com/,https://www.facebook.com/EatAtMelbas,https://www.instagram.com/eatatmelbas,Owner,New Orleans
Mulate's | The Original Cajun Restaurant,chantelle@mulates.com,(504) 522-1492,Cajun restaurant,"201 Julia St, New Orleans, LA 70130",4.1,5264.0,http://mulates.com/,https://www.facebook.com/113744595326074,,Owner,New Orleans
The Original Pierre Maspero's,camille.collins@creolecuisine.com,(504) 524-8990,Restaurant,"440 Chartres St, New Orleans, LA 70130",4.4,4395.0,https://originalpierremasperos.com/,,,Owner,New Orleans
Ruby Slipper,adacompliance@slippercafe.com,(504) 470-0800,Breakfast restaurant,"1001 Canal St, New Orleans, LA 70112",4.5,4181.0,https://www.rubybrunch.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,https://www.facebook.com/BrunchWithRuby/,https://www.instagram.com/brunchwithruby/,Owner,New Orleans
Red Fish Grill,hrink@neworleans-food.com,(504) 598-1200,Seafood restaurant,"115 Bourbon St, New Orleans, LA 70130",4.5,4123.0,https://www.redfishgrill.com/,https://www.facebook.com/RedFishGrillBourbonStreet/,https://www.instagram.com/redfishgrill/,Owner,New Orleans
French Market Restaurant and Bar - The Original,catrena@fmnola.com,(504) 525-7879,Seafood restaurant,"1001 Decatur St, New Orleans, LA 70116",4.2,4684.0,https://www.fmnola.com/,,https://www.instagram.com/frenchmarketrestaurantandbar/,Owner,New Orleans
Antoine's Restaurant,wchatelain@antoines.com,(504) 581-4422,French restaurant,"713 St Louis St, New Orleans, LA 70130",4.3,4442.0,http://www.antoines.com/,https://www.facebook.com/pages/Antoines-Restaurant/59680802954,https://instagram.com/antoinesnola,Owner,New Orleans
Bacchanal Fine Wine & Spirits,catering@bacchanalwine.com,(504) 948-9111,Wine bar,"600 Poland Ave, New Orleans, LA 70117",4.7,3635.0,http://www.bacchanalwine.com/,,,Owner,New Orleans
Ruby Slipper,adacompliance@slippercafe.com,(504) 420-2800,Brunch restaurant,"2001 Burgundy St, New Orleans, LA 70116",4.6,3801.0,https://www.rubybrunch.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,https://www.facebook.com/BrunchWithRuby/,https://www.instagram.com/brunchwithruby/,Owner,New Orleans
DISTRICT Donuts Sliders Brew,stephen@turnchange.com,(504) 570-6945,American restaurant,"2209 Magazine St, New Orleans, LA 70130",4.6,3702.0,http://www.districtdonuts.com/,https://www.facebook.com/districtdonuts/,https://www.instagram.com/districtdonuts/?hl=en,Owner,New Orleans
Mr. B's Bistro,dine@mrbsbistro.com,(504) 523-2078,Creole restaurant,"201 Royal St, New Orleans, LA 70130",4.5,3860.0,http://www.mrbsbistro.com/,https://www.facebook.com/pages/Mr-Bs-Bistro/147119162025565,https://instagram.com/mrbsbistro,Owner,New Orleans
St. Roch Market,will@strochmarket.com,+1 504-267-0388,Restaurant,"2381 St Claude Ave, New Orleans, LA 70117, United States",4.6,3558.0,https://www.strochmarket.com/,https://www.facebook.com/strochmarket/photos/a.1445612938849998.1073741832.666439733433993/1639994036078553/?type=3&theater,http://instagram.com/st.rochmarket,Owner,New Orleans
Pier 424 Seafood Market,camille.collins@creolecuisine.com,(504) 309-1574,Seafood restaurant,"424 Bourbon St, New Orleans, LA 70130",4.0,4747.0,https://pier424seafoodmarket.com/,,,Owner,New Orleans
The Joint,jenny@alwayssmokin.com,(504) 949-3232,Barbecue restaurant,"701 Mazant St, New Orleans, LA 70117",4.6,3513.0,http://alwayssmokin.com/,https://www.facebook.com/144791448899016,https://www.instagram.com/thejointbbq,Owner,New Orleans
Walk-On's Sports Bistreaux - New Orleans,houma@walk-ons.com,(504) 309-6530,Restaurant,"1009 Poydras St, New Orleans, LA 70112",4.4,3807.0,https://locate.walk-ons.com/la/neworleans/restaurants-4.html,https://www.facebook.com/walkonssportsbistreaux/,https://www.instagram.com/walkons/,Owner,New Orleans
Landry's Seafood House,rblanchette@landrysseafood.com,(504) 283-1010,Seafood restaurant,"8000 Lakeshore Dr, New Orleans, LA 70124",4.3,3999.0,https://www.landrysseafood.com/location/landrys-seafood-new-orleans-lake-pontchartrain/,https://www.facebook.com/LandrysSeafoodHouse/,https://www.instagram.com/landrysseafoodhouse/,Owner,New Orleans
Li'l Dizzy's Cafe,arkesha@lildizzyscafe.net,(504) 766-8687,Creole restaurant,"1500 Esplanade Ave, New Orleans, LA 70116",4.6,3351.0,http://lildizzyscafe.net/,https://www.facebook.com/107192374663902,https://www.instagram.com/lildizzyscafe504,Owner,New Orleans
Blue Oak BBQ,info@blueoakbbq.com,(504) 822-2583,Barbecue restaurant,"900 N Carrollton Ave, New Orleans, LA 70119",4.5,3537.0,http://www.blueoakbbq.com/,,,Owner,New Orleans
The Camellia Grill,camellia1grill@yahoo.com,(504) 309-2679,American restaurant,"626 S Carrollton Ave, New Orleans, LA 70118",4.6,3335.0,http://www.camelliagrillnola.com/,https://www.facebook.com/theCamelliaGrill,https://www.instagram.com/camellia_grill/,Owner,New Orleans
Mandina's Restaurant,mandinas1932@yahoo.com,(504) 482-9179,Italian restaurant,"3800 Canal St, New Orleans, LA 70119",4.5,3513.0,https://www.mandinasrestaurant.com/,https://www.facebook.com/194189647296051,https://www.instagram.com/Mandinasrestaurant,Owner,New Orleans
New Orleans Creole Cookery,parties@neworleanscreolecookery.com,(504) 372-6022,Creole restaurant,"508 Toulouse St, New Orleans, LA 70130",4.0,4498.0,http://neworleanscreolecookery.com/,https://www.facebook.com/NewOrleansCreoleCookery,https://www.instagram.com/neworleanscreolecookery/,Owner,New Orleans
Nirvana Indian Cuisine,nirvana@mindspring.com,(504) 894-9797,Indian restaurant,"4308 Magazine St, New Orleans, LA 70115",4.6,3234.0,http://nirvananola.com/,https://www.facebook.com/NirvanaNola/,https://www.instagram.com/nirvananola/,Owner,New Orleans
Atchafalaya,fivearest@gmail.com,(504) 891-9626,Contemporary Louisiana restaurant,"901 Louisiana Ave, New Orleans, LA 70115",4.7,3009.0,http://www.atchafalayarestaurant.com/,,,Owner,New Orleans
Jacques-Imo's,info@jacquesimos.com,(504) 861-0886,Restaurant,"8324 Oak St, New Orleans, LA 70118",4.7,3004.0,http://jacques-imos.com/,,,Owner,New Orleans
Dave & Buster's New Orleans,colleen_prina@daveandbusters.com,(504) 226-3300,Restaurant,"1200 Poydras St Unit 601, New Orleans, LA 70113",3.7,5066.0,https://www.daveandbusters.com/us/en/about/locations/new-orleans,https://www.facebook.com/daveandbusters,https://www.instagram.com/daveandbusters/?hl=en,Owner,New Orleans
zesty creole,zestycreole@gmail.com,(504) 766-6368,Creole restaurant,"827 Canal St, New Orleans, LA 70112",4.7,2949.0,http://zestycreole.com/,https://www.facebook.com/114843091637290,https://www.instagram.com/zestycreole,Owner,New Orleans
Market Cafe,brjenk998@gmail.com,(504) 527-5000,Cajun restaurant,"1000 Decatur St, New Orleans, LA 70116",4.4,3525.0,http://www.marketcafenola.com/,https://www.facebook.com/113000558287663,https://www.instagram.com/themarketcafenola,Owner,New Orleans
Coterie Restaurant & Oyster Bar,coterie@coterienola.com,(504) 529-8600,Oyster bar restaurant,"135 Decatur St, New Orleans, LA 70130",4.4,3491.0,http://www.coterienola.com/,,,Owner,New Orleans
Turkey and the Wolf,merch@turkeyandthewolf.com,(504) 218-7428,American restaurant,"739 Jackson Ave, New Orleans, LA 70130",4.7,2887.0,http://www.turkeyandthewolf.com/,,https://www.instagram.com/turkeyandthewolf/?hl=en,Owner,New Orleans
Bourbon Street Drinkery,buvant.balcony@drinkery.com,(504) 451-6400,Live music bar,"217 Bourbon St, New Orleans, LA 70130",4.6,3076.0,http://www.drinkery.com/,https://www.facebook.com/BourbonStreetDrinkery/,https://www.instagram.com/bourbonstreetdrinkery/,Owner,New Orleans
Ruth's Chris Steak House,gmdestin211@ruthschris.com,(504) 587-7099,American restaurant,"525 Fulton St, New Orleans, LA 70130",4.5,3267.0,https://www.ruthschris.com/locations/la/new-orleans/new-orleans/7344?cmpid=br:rc_ag:ie_ch:loc_ca:RCGMB_sn:gmb_gt:new-orleans-la-7344_pl:locurl_rd:1047,,,Owner,New Orleans
Gallier's Seafood & Oyster Bar,info@galliernola.com,(504) 267-5672,Seafood restaurant,"129 Carondelet St, New Orleans, LA 70130",4.6,3065.0,https://galliernola.com/,https://www.facebook.com/OysterLove/,https://www.instagram.com/galliersrestaurant/,Owner,New Orleans
Ruby Slipper,adacompliance@slippercafe.com,(504) 470-0100,Brunch restaurant,"315 S Broad St, New Orleans, LA 70119",4.6,2989.0,https://www.rubybrunch.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,https://www.facebook.com/BrunchWithRuby/,https://www.instagram.com/brunchwithruby/,Owner,New Orleans
Joey K's Restaurant & Bar,joeyksrestaurant@gmail.com,(504) 891-0997,American restaurant,"3001 Magazine St, New Orleans, LA 70115",4.5,3138.0,https://joeyksrestaurant.com/,https://www.facebook.com/joeyksrestaurant/,https://www.instagram.com/joeyksrestaurant/?hl=en,Owner,New Orleans
Dooky Chase Restaurant,info@dookychaserestaurants.com,(504) 821-0600,Creole restaurant,"2301 Orleans Ave, New Orleans, LA 70119",4.4,3280.0,https://www.dookychaserestaurants.com/,https://www.facebook.com/Dookychaserestaurant/,https://www.instagram.com/dookychaserestaurant/?igshid=gzwckynvcvf1,Owner,New Orleans
Elizabeth's,nrainwater.elizabeths@gmail.com,(504) 944-9272,Southern restaurant (US),"601 Gallier St, New Orleans, LA 70117",4.5,3057.0,https://elizabethsrestaurantnola.com/,https://www.facebook.com/elizabethsrestaurantnola/,https://www.instagram.com/elizabethsrestaurantnola,Owner,New Orleans
Daisy Dukes Cafe,jade@daisydukesrestaurant.com,(504) 522-2233,Breakfast restaurant,"308 St Charles Ave, New Orleans, LA 70130",4.3,3452.0,https://www.daisydukesrestaurant.com/locations/308-st-charles-ave,https://www.facebook.com/DaisyDukesFrenchQuarter/,,Owner,New Orleans
Monty's on the Square,info@montysonthesquare.com,(504) 525-4478,Breakfast restaurant,"801 Decatur St, New Orleans, LA 70116",4.6,2826.0,http://montysonthesquare.com/,https://www.facebook.com/Montysonthesquare/,https://www.instagram.com/montysonthesquare/,Owner,New Orleans
Jimmy J's Cafe,jimmy@jimmyjscafe.com,(504) 309-9360,American restaurant,"115 Chartres St, New Orleans, LA 70130",4.5,2931.0,http://jimmyjscafe.com/,https://www.facebook.com/JimmyJsCafe?ref=br_rs,,Owner,New Orleans
Surrey's Café & Juice Bar,surreyscafe@gmail.com,(504) 524-3828,Breakfast restaurant,"1418 Magazine St, New Orleans, LA 70130",4.7,2491.0,http://www.surreysnola.com/,,,Owner,New Orleans
Monday | Restaurant + Bar,info@mondaynola.com,(504) 581-8900,Restaurant,"4327 Bienville St, New Orleans, LA 70119",4.5,2845.0,http://mondaynola.com/,https://www.facebook.com/104502005649743,https://www.instagram.com/mondaynola,Owner,New Orleans
Cochon Butcher,lizbodet@gmail.com,(504) 588-7675,American restaurant,"930 Tchoupitoulas St, New Orleans, LA 70130",4.8,2208.0,https://cochonbutcher.com/,https://www.facebook.com/CochonButcherDining/,https://www.instagram.com/cochonbutchernola/?hl=en,Owner,New Orleans
Morrow's,morrowsnola@gmail.com,(504) 827-1519,Restaurant,"2438 St Claude Ave, New Orleans, LA 70117",4.2,3407.0,http://morrowsnola.com/,http://www.facebook.com/MorrowsNOLA/,http://instagram.com/morrowsnola,Owner,New Orleans
Ruby Slipper Uptown,adacompliance@slippercafe.com,(504) 420-2900,Brunch restaurant,"2802 Magazine St, New Orleans, LA 70130",4.5,2800.0,https://www.rubybrunch.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,https://www.facebook.com/BrunchWithRuby/,https://www.instagram.com/brunchwithruby/,Owner,New Orleans
Stanley of New Orleans,stanley@chefscottboswell.com,(504) 587-0093,Breakfast restaurant,"547 St Ann St., New Orleans, LA 70116",4.4,2971.0,http://stanleyrestaurant.com/,https://www.facebook.com/stanleyrestaurant/,,Owner,New Orleans
The Blue Crab Restaurant and Oyster Bar,info@thebluecrabnola.com,(504) 284-2898,Seafood restaurant,"7900 Lakeshore Dr, New Orleans, LA 70124",4.3,3146.0,http://www.thebluecrabnola.com/,https://www.facebook.com/327988933961662,https://www.instagram.com/thebluecrabnola,Owner,New Orleans
Voodoo Chicken & Daiquiris,accounting@voodoochickenanddaiquiris.com,(504) 291-3788,Chicken restaurant,"629 Canal St, New Orleans, LA 70130",4.5,2724.0,http://voodoochickenanddaiquirisnola.com/,,https://www.instagram.com/voodoochickenanddaiquiris,Owner,New Orleans
Domenica,press@domenicarestaurant..com,(504) 336-6541,Italian restaurant,"123 Baronne St, New Orleans, LA 70112",4.4,2889.0,http://www.domenicarestaurant.com/,https://www.facebook.com/DomenicaRestaurant/,https://www.instagram.com/domenicarestaurant/,Owner,New Orleans
Boil Seafood House,hd@boilseafoodhouse.com,(504) 309-4532,Seafood restaurant,"3340 Magazine St, New Orleans, LA 70115",4.3,2963.0,https://www.boilseafoodhouse.com/,,,Owner,New Orleans
Lucy's Retired Surfers Bar & Restaurant,shop@lucyssurf.com,(504) 523-8995,Restaurant,"701 Tchoupitoulas St, New Orleans, LA 70130",4.4,2748.0,https://www.lucyssurf.com/,,,Owner,New Orleans
Felipe's Mexican Taqueria,operations@felipestaqueria.com,(504) 267-4406,Mexican restaurant,"301 N Peters St, New Orleans, LA 70130",4.3,2939.0,https://www.felipestaqueria.com/locations/louisiana/french-quarter-new-orleans/,https://www.facebook.com/Felipesnola/,https://www.instagram.com/felipestaqueria,Owner,New Orleans
BEARCAT CAFE UPTOWN,info@bearcatcafe.com,(504) 309-9011,Brunch restaurant,"2521 Jena St, New Orleans, LA 70115",4.6,2316.0,http://www.bearcatcafe.com/,https://www.facebook.com/458787917802514,https://www.instagram.com/bearcatnola,Owner,New Orleans
Shaya,info@shayarestaurant.com,(504) 943-7231,Middle Eastern restaurant,"4213 Magazine St, New Orleans, LA 70115",4.6,2303.0,http://www.shayarestaurant.com/,https://www.facebook.com/shayarestaurant/,https://www.instagram.com/shayarestaurant/?hl=en,Owner,New Orleans
Emeril's,sandy.odom@emerillagasse.com,(504) 528-9393,Contemporary Louisiana restaurant,"800 Tchoupitoulas St, New Orleans, LA 70130",4.5,2459.0,http://emerilsrestaurant.com/,https://www.facebook.com/Emerils,https://www.instagram.com/Emerils/,Owner,New Orleans
Another Broken Egg Cafe,m.dunn@anotherbrokenegg.com,(504) 301-4667,Breakfast restaurant,"607 Harrison Ave, New Orleans, LA 70124",4.5,2432.0,https://www.anotherbrokenegg.com/locations/new-orleans-la-harrison-avenue/,https://www.facebook.com/AnotherBrokenEgg/,https://www.instagram.com/anotherbrokenegg/,Owner,New Orleans
Tableau by Dickie Brennan & Co.,vogtk@tableaufrenchquarter.com,(504) 934-3463,Creole restaurant,"616 St Peter, New Orleans, LA 70116",4.4,2598.0,http://www.tableaufrenchquarter.com/,https://www.facebook.com/tableaufrenchquarter,https://www.instagram.com/tableau_nola/,Owner,New Orleans
Pizza Delicious,catering@pizzadelicious.com,(504) 676-8482,Pizza restaurant,"617 Piety, New Orleans, LA 70117",4.6,2181.0,http://www.pizzadelicious.com/,,https://instagram.com/pizzadelicious/,Owner,New Orleans
Dat Dog,bill@datdog.com,(504) 324-2226,Hot dog restaurant,"3336 Magazine St, New Orleans, LA 70115",4.6,2177.0,https://www.datdog.com/,,,Owner,New Orleans
Cafe Maspero,camille.collins@creolecuisine.com,(504) 523-6250,Restaurant,"601 Decatur St, New Orleans, LA 70130",4.1,3170.0,https://cafemaspero.com/,,,Owner,New Orleans
Killer PoBoys,killerpoboys@gmail.com,(504) 439-7445,Po’ boys restaurant,"219 Dauphine St, New Orleans, LA 70112",4.4,2524.0,http://www.killerpoboys.com/,https://www.facebook.com/pages/Killer-Poboys/354081487937620?ref=hl,,Owner,New Orleans
Lux Cafe | Best Southern Cuisine,luxcafe935@gmail.com,(504) 875-1920,Restaurant,"935 Gravier St First Floor, New Orleans, LA 70112",4.7,1897.0,https://www.luxcafenola.co/,,,Owner,New Orleans
Houston's,guestservices@hillstone.com,(504) 524-1578,American restaurant,"1755 St Charles Ave, New Orleans, LA 70130",4.4,2484.0,https://www.houstons.com/locations/neworleans/#,https://www.facebook.com/HoustonsStCharles/,https://www.instagram.com/houstonsrestaurants/,Owner,New Orleans
Le Bayou Restaurant & Oyster Bar,camille.collins@creolecuisine.com,(504) 529-4256,Restaurant,"503 Bourbon St, New Orleans, LA 70130",4.1,3079.0,https://lebayourestaurant.com/,,,Owner,New Orleans
