restaurant_name,email,phone,cuisine_type,address,google_rating,review_count,website,facebook,instagram,first_name,city
Nirvana Indian Cuisine,nirvana@mindspring.com,(504) 894-9797,Indian restaurant,"4308 Magazine St, New Orleans, LA 70115",4.6,3234.0,http://nirvananola.com/,https://www.facebook.com/NirvanaNola/,https://www.instagram.com/nirvananola/,Owner,New Orleans
Atchafalaya,fivearest@gmail.com,(504) 891-9626,Contemporary Louisiana restaurant,"901 Louisiana Ave, New Orleans, LA 70115",4.7,3009.0,http://www.atchafalayarestaurant.com/,,,Owner,New Orleans
Jacques-Imo's,info@jacquesimos.com,(504) 861-0886,Restaurant,"8324 Oak St, New Orleans, LA 70118",4.7,3004.0,http://jacques-imos.com/,,,Owner,New Orleans
zesty creole,zestycreole@gmail.com,(504) 766-6368,Creole restaurant,"827 Canal St, New Orleans, LA 70112",4.7,2949.0,http://zestycreole.com/,https://www.facebook.com/114843091637290,https://www.instagram.com/zestycreole,Owner,New Orleans
Turkey and the Wolf,merch@turkeyandthewolf.com,(504) 218-7428,American restaurant,"739 Jackson Ave, New Orleans, LA 70130",4.7,2887.0,http://www.turkeyandthewolf.com/,,https://www.instagram.com/turkeyandthewolf/?hl=en,Owner,New Orleans
Bourbon Street Drinkery,buvant.balcony@drinkery.com,(504) 451-6400,Live music bar,"217 Bourbon St, New Orleans, LA 70130",4.6,3076.0,http://www.drinkery.com/,https://www.facebook.com/BourbonStreetDrinkery/,https://www.instagram.com/bourbonstreetdrinkery/,Owner,New Orleans
Ruth's Chris Steak House,gmdestin211@ruthschris.com,(504) 587-7099,American restaurant,"525 Fulton St, New Orleans, LA 70130",4.5,3267.0,https://www.ruthschris.com/locations/la/new-orleans/new-orleans/7344?cmpid=br:rc_ag:ie_ch:loc_ca:RCGMB_sn:gmb_gt:new-orleans-la-7344_pl:locurl_rd:1047,,,Owner,New Orleans
Gallier's Seafood & Oyster Bar,info@galliernola.com,(504) 267-5672,Seafood restaurant,"129 Carondelet St, New Orleans, LA 70130",4.6,3065.0,https://galliernola.com/,https://www.facebook.com/OysterLove/,https://www.instagram.com/galliersrestaurant/,Owner,New Orleans
Ruby Slipper,adacompliance@slippercafe.com,(504) 470-0100,Brunch restaurant,"315 S Broad St, New Orleans, LA 70119",4.6,2989.0,https://www.rubybrunch.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,https://www.facebook.com/BrunchWithRuby/,https://www.instagram.com/brunchwithruby/,Owner,New Orleans
Joey K's Restaurant & Bar,joeyksrestaurant@gmail.com,(504) 891-0997,American restaurant,"3001 Magazine St, New Orleans, LA 70115",4.5,3138.0,https://joeyksrestaurant.com/,https://www.facebook.com/joeyksrestaurant/,https://www.instagram.com/joeyksrestaurant/?hl=en,Owner,New Orleans
Elizabeth's,nrainwater.elizabeths@gmail.com,(504) 944-9272,Southern restaurant (US),"601 Gallier St, New Orleans, LA 70117",4.5,3057.0,https://elizabethsrestaurantnola.com/,https://www.facebook.com/elizabethsrestaurantnola/,https://www.instagram.com/elizabethsrestaurantnola,Owner,New Orleans
Monty's on the Square,info@montysonthesquare.com,(504) 525-4478,Breakfast restaurant,"801 Decatur St, New Orleans, LA 70116",4.6,2826.0,http://montysonthesquare.com/,https://www.facebook.com/Montysonthesquare/,https://www.instagram.com/montysonthesquare/,Owner,New Orleans
Jimmy J's Cafe,jimmy@jimmyjscafe.com,(504) 309-9360,American restaurant,"115 Chartres St, New Orleans, LA 70130",4.5,2931.0,http://jimmyjscafe.com/,https://www.facebook.com/JimmyJsCafe?ref=br_rs,,Owner,New Orleans
Surrey's Café & Juice Bar,surreyscafe@gmail.com,(504) 524-3828,Breakfast restaurant,"1418 Magazine St, New Orleans, LA 70130",4.7,2491.0,http://www.surreysnola.com/,,,Owner,New Orleans
Monday | Restaurant + Bar,info@mondaynola.com,(504) 581-8900,Restaurant,"4327 Bienville St, New Orleans, LA 70119",4.5,2845.0,http://mondaynola.com/,https://www.facebook.com/104502005649743,https://www.instagram.com/mondaynola,Owner,New Orleans
Cochon Butcher,lizbodet@gmail.com,(504) 588-7675,American restaurant,"930 Tchoupitoulas St, New Orleans, LA 70130",4.8,2208.0,https://cochonbutcher.com/,https://www.facebook.com/CochonButcherDining/,https://www.instagram.com/cochonbutchernola/?hl=en,Owner,New Orleans
Ruby Slipper Uptown,adacompliance@slippercafe.com,(504) 420-2900,Brunch restaurant,"2802 Magazine St, New Orleans, LA 70130",4.5,2800.0,https://www.rubybrunch.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,https://www.facebook.com/BrunchWithRuby/,https://www.instagram.com/brunchwithruby/,Owner,New Orleans
Voodoo Chicken & Daiquiris,accounting@voodoochickenanddaiquiris.com,(504) 291-3788,Chicken restaurant,"629 Canal St, New Orleans, LA 70130",4.5,2724.0,http://voodoochickenanddaiquirisnola.com/,,https://www.instagram.com/voodoochickenanddaiquiris,Owner,New Orleans
BEARCAT CAFE UPTOWN,info@bearcatcafe.com,(504) 309-9011,Brunch restaurant,"2521 Jena St, New Orleans, LA 70115",4.6,2316.0,http://www.bearcatcafe.com/,https://www.facebook.com/458787917802514,https://www.instagram.com/bearcatnola,Owner,New Orleans
Shaya,info@shayarestaurant.com,(504) 943-7231,Middle Eastern restaurant,"4213 Magazine St, New Orleans, LA 70115",4.6,2303.0,http://www.shayarestaurant.com/,https://www.facebook.com/shayarestaurant/,https://www.instagram.com/shayarestaurant/?hl=en,Owner,New Orleans
Emeril's,sandy.odom@emerillagasse.com,(504) 528-9393,Contemporary Louisiana restaurant,"800 Tchoupitoulas St, New Orleans, LA 70130",4.5,2459.0,http://emerilsrestaurant.com/,https://www.facebook.com/Emerils,https://www.instagram.com/Emerils/,Owner,New Orleans
Another Broken Egg Cafe,m.dunn@anotherbrokenegg.com,(504) 301-4667,Breakfast restaurant,"607 Harrison Ave, New Orleans, LA 70124",4.5,2432.0,https://www.anotherbrokenegg.com/locations/new-orleans-la-harrison-avenue/,https://www.facebook.com/AnotherBrokenEgg/,https://www.instagram.com/anotherbrokenegg/,Owner,New Orleans
Pizza Delicious,catering@pizzadelicious.com,(504) 676-8482,Pizza restaurant,"617 Piety, New Orleans, LA 70117",4.6,2181.0,http://www.pizzadelicious.com/,,https://instagram.com/pizzadelicious/,Owner,New Orleans
Dat Dog,bill@datdog.com,(504) 324-2226,Hot dog restaurant,"3336 Magazine St, New Orleans, LA 70115",4.6,2177.0,https://www.datdog.com/,,,Owner,New Orleans
Lux Cafe | Best Southern Cuisine,luxcafe935@gmail.com,(504) 875-1920,Restaurant,"935 Gravier St First Floor, New Orleans, LA 70112",4.7,1897.0,https://www.luxcafenola.co/,,,Owner,New Orleans
BEARCAT CBD,info@bearcat845.com,(504) 766-7399,Brunch restaurant,"845 Carondelet St, New Orleans, LA 70130",4.6,2054.0,https://bearcat845.com/,https://www.facebook.com/458787917802514,https://www.instagram.com/bearcatnola,Owner,New Orleans
Snapper's Seafood & Cajun Restaurant,info@snappernola.com,(504) 571-5205,Seafood restaurant,"841 Canal St, New Orleans, LA 70112",4.7,1835.0,https://snappernola.com/,https://www.facebook.com/OysterLove/,https://www.instagram.com/galliersrestaurant/,Owner,New Orleans
Cooter Brown's Tavern,partyinfo@cooterbrowns.com,(504) 866-9104,Oyster bar restaurant,"509 S Carrollton Ave, New Orleans, LA 70118",4.5,2231.0,http://www.cooterbrowns.com/,https://www.facebook.com/CooterBrowns504/,http://instagram.com/cooterbrownsnola,Owner,New Orleans
Irene's,irenescuisine@gmail.com,(504) 529-8811,Italian restaurant,"529 Bienville St, New Orleans, LA 70130",4.7,1775.0,https://irenesnola.com/,,,Owner,New Orleans
Central City BBQ,catering@centralcitybbq.com,(504) 558-4276,Barbecue restaurant,"1201 S Rampart St, New Orleans, LA 70113",4.5,2156.0,http://www.centralcitybbq.com/,https://www.facebook.com/centralcitybbq/,https://www.instagram.com/centralcitybbq_/,Owner,New Orleans
Tacos del Cartel New Orleans,events_sm@tacosdelcartel.com,(504) 354-9038,Mexican restaurant,"1010 Girod St, New Orleans, LA 70113",4.7,1680.0,https://tacosdelcartel.com/,https://www.facebook.com/TacosdelCartel,https://www.instagram.com/tacosdelcartel/,Owner,New Orleans
Sweet Soulfood,info@sweetsoulfood.net,(504) 821-2669,Vegan restaurant,"1025 N Broad St, New Orleans, LA 70119",4.7,1645.0,http://www.sweetvegansoulfood.com/,https://www.facebook.com/1693122260926657,https://www.instagram.com/sweetvegansoulfood,Owner,New Orleans
Sun Chong,info@morrowhospitality.com,(504) 355-0022,Restaurant,"240 Decatur St, New Orleans, LA 70130",4.6,1823.0,http://sunchongnola.com/,,https://www.instagram.com/sunchongnola/?hl=en,Owner,New Orleans
Chophouse New Orleans,jlewis@chophousenola.rest,+1 504-522-7902,American restaurant,"322 Magazine St, New Orleans, LA 70130, United States",4.6,1810.0,http://www.chophousenola.com/,https://www.facebook.com/chophousenola,https://www.instagram.com/chophousenola,Owner,New Orleans
The Country Club,heather@tccno.com,(504) 945-0742,American restaurant,"634 Louisa St, New Orleans, LA 70117",4.5,1998.0,http://www.thecountryclubneworleans.com/,https://www.facebook.com/TheCountryClubNO/,https://www.instagram.com/thecountryclubneworleans/,Owner,New Orleans
Maïs Arepas,mas-arepas@gmail.com,+1 504-523-6247,Colombian restaurant,"1200 Carondelet St, New Orleans, LA 70130, United States",4.6,1787.0,https://mais-arepas.shop/,https://www.facebook.com/maisarepas/,https://www.instagram.com/maisarepas,Owner,New Orleans
Juan's Flying Burrito - LGD,juan@juansflyingburrito.com,(504) 569-0000,Mexican restaurant,"2018 Magazine St, New Orleans, LA 70130",4.5,1975.0,http://www.juansflyingburrito.com/,https://www.facebook.com/104064552236799,https://www.instagram.com/juansflyingburritopcola,Owner,New Orleans
Trenasse,cirene@trenasse.com,(504) 680-7000,Contemporary Louisiana restaurant,"Intercontinental Hotel, 444 St Charles Ave, New Orleans, LA 70130",4.5,1973.0,https://trenasse.com/,https://www.facebook.com/1536688439887477,https://www.instagram.com/trenasse,Owner,New Orleans
Two Chicks Cafe,info@twochickscafe.com,(504) 407-3078,Restaurant,"901 Convention Center Blvd #109, New Orleans, LA 70130",4.6,1762.0,http://www.twochickscafe.com/,,,Owner,New Orleans
Gus’s World Famous Fried Chicken,communications@gusfriedchicken.com,(504) 252-4870,Chicken restaurant,"308 S Diamond St, New Orleans, LA 70130",4.5,1958.0,http://gusfriedchicken.com/nola-new-orleans-louisiana-location/,https://www.facebook.com/GusFCNOLA,,Owner,New Orleans
Toast,toastneworleans@gmail.com,(504) 351-3664,Breakfast restaurant,"1845 Gentilly Blvd, New Orleans, LA 70119",4.7,1545.0,https://www.toastneworleans.com/,https://www.facebook.com/Toastnola?ref=hl,,Owner,New Orleans
Russell's Marina Grill,info@russellsmarinagrill.net,(504) 282-9980,Breakfast restaurant,"8555 Pontchartrain Blvd, New Orleans, LA 70124",4.6,1729.0,https://russellsmarinagrill.net/,https://www.facebook.com/RussellsMarinaGrill/,,Owner,New Orleans
Louisiana Pizza Kitchen,lpkfrenchquarter@gmail.com,(504) 522-9500,Italian restaurant,"95 French Market Pl, New Orleans, LA 70116",4.5,1925.0,http://lapizzakitchenfq.com/,https://www.facebook.com/101215558097976,https://www.instagram.com/lapizzakitchen,Owner,New Orleans
Streetcar Cafe,info@streetcarcafe.com,(504) 218-7256,Brunch restaurant,"312 St Charles Ave, New Orleans, LA 70130",4.5,1878.0,http://streetcarcafe.com/,,https://www.instagram.com/streetcarcafenola,Owner,New Orleans
Paladar 511,paladar511@gmail.com,(504) 509-6782,Italian restaurant,"511 Marigny St, New Orleans, LA 70117",4.7,1474.0,http://www.paladar511.com/,https://www.facebook.com/paladar511/,https://www.instagram.com/paladar511/,Owner,New Orleans
Lebanon's Cafe,lebanons_cafe@yahoo.com,+1 504-862-6200,Middle Eastern restaurant,"1500 S Carrollton Ave, New Orleans, LA 70118, United States",4.6,1663.0,https://www.lebanonscafe.com/,https://www.facebook.com/LebanonsCafe,,Owner,New Orleans
Restaurant R'evolution,royalsonestanola@welovebreadandbutter.com,(504) 553-2277,Cajun restaurant,"777 Bienville St, New Orleans, LA 70130",4.6,1658.0,https://revolutionnola.com/,https://www.facebook.com/RestaurantRevolution,https://www.instagram.com/restaurantrevolution_nola/,Owner,New Orleans
Herbsaint,link@herbsaint.com,+1 504-524-4114,French restaurant,"701 St Charles Ave, New Orleans, LA 70130, United States",4.6,1656.0,http://herbsaint.com/,https://www.facebook.com/Herbsaint/,https://www.instagram.com/herbsaint_nola,Owner,New Orleans
Carmo,info@cafecarmo.com,(504) 875-4132,Seafood restaurant,"527 Julia St, New Orleans, LA 70130",4.5,1833.0,http://cafecarmo.com/?y_source=1_NTIxOTQ0NDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.facebook.com/122682984417159,https://www.instagram.com/cafecarmo/?hl=en,Owner,New Orleans
Liuzza's by the Track,liuzzasbythetrack@gmail.com,(504) 218-7888,Cajun restaurant,"1518 N Lopez St, New Orleans, LA 70119",4.7,1428.0,http://liuzzasbtt.com/,https://www.facebook.com/Liuzzas/,https://www.instagram.com/liuzzas/,Owner,New Orleans
Domilise's Po-Boy & Bar,domilisespoboys@gmail.com,(504) 899-9126,Po’ boys restaurant,"5240 Annunciation St, New Orleans, LA 70115",4.6,1620.0,http://www.domilisespoboys.com/,,,Owner,New Orleans
French Toast,toastneworleans@gmail.com,(504) 300-5518,Restaurant,"1035 Decatur St, New Orleans, LA 70116",4.6,1612.0,http://www.toastneworleans.com/,https://www.facebook.com/Toastnola?ref=hl,,Owner,New Orleans
Toups Meatery,amanda@toupsmeatery.com,+1 504-252-4999,Cajun restaurant,"845 N Carrollton Ave, New Orleans, LA 70119, United States",4.5,1812.0,http://toupsmeatery.com/,http://facebook.com/ToupsMeatery,https://www.instagram.com/p,Owner,New Orleans
Sylvain,media@leblancandsmith.com,(504) 265-8123,American restaurant,"625 Chartres St, New Orleans, LA 70130",4.5,1789.0,https://www.sylvainnola.com/,https://www.facebook.com/SylvainNola/,http://instagram.com/sylvainneworleans,Owner,New Orleans
Namaste nola,info@namastenola439.com,(504) 581-8227,Indian restaurant,"201 Baronne St suite b, New Orleans, LA 70112",4.6,1581.0,http://namastenola439.com/,https://www.facebook.com/namastenolaa/,https://www.instagram.com/namastenolaa/,Owner,New Orleans
August,info@restaurantaugust.com,(504) 299-9777,Contemporary Louisiana restaurant,"301 Tchoupitoulas St, New Orleans, LA 70130",4.7,1374.0,http://www.restaurantaugust.com/,https://www.facebook.com/restaurantaugustneworleans,https://www.instagram.com/restaurantaugustneworleans/,Owner,New Orleans
The High Hat Cafe,highhatcafe@gmail.com,(504) 754-1336,American restaurant,"4500 Freret St, New Orleans, LA 70115",4.6,1496.0,http://highhatcafe.com/,https://www.facebook.com/High-Hat-Cafe-230594783619332/?ref=br_rs,https://www.instagram.com/highhatcafe/,Owner,New Orleans
Compère Lapin,lyndie.penland@comperelapin.com,(504) 599-2119,Creole restaurant,"535 Tchoupitoulas St, New Orleans, LA 70130",4.6,1496.0,http://comperelapin.com/,https://www.facebook.com/comperelapinNOLA,https://instagram.com/comperelapin,Owner,New Orleans
Copper Vine Restaurant,info@coppervinewine.com,+1 504-208-9535,New American restaurant,"1001 Poydras St, New Orleans, LA 70112, United States",4.6,1493.0,https://www.coppervine.com/,https://www.facebook.com/CopperVineWinePub/,https://www.instagram.com/CopperVineWinePub,Owner,New Orleans
Tito's Ceviche & Pisco,info@titoscevichepisco.com,(504) 354-1342,Peruvian restaurant,"1433 St Charles Ave, New Orleans, LA 70130",4.7,1233.0,https://titoscevichepisco.com/,https://www.facebook.com/533794836722947,https://www.instagram.com/titoscevichepisco,Owner,New Orleans
Majoria's Commerce Restaurant,majoriascommercerestaurant@gmail.com,(504) 561-9239,Breakfast restaurant,"300 Camp St, New Orleans, LA 70130",4.6,1379.0,http://commercerest.com/,https://www.facebook.com/117974298228238,,Owner,New Orleans
Blazin' Hot Chicken - Fast Food Restaurant,eatbhcnow@gmail.com,(504) 581-8310,Chicken restaurant,"2323 Canal St, New Orleans, LA 70119",4.8,970.0,https://blazinhotchicken.com/,https://www.facebook.com/blazinhotchickenla/,https://www.instagram.com/blazin_hot_chicken/?igshid=MzRlODBiNWFlZA%3D%3D,Owner,New Orleans
Gris-Gris,events@grisgrisnola.com,(504) 272-0241,Southern restaurant (US),"1800 Magazine St, New Orleans, LA 70130",4.5,1557.0,http://grisgrisnola.com/,https://www.facebook.com/grisgrisnola,https://www.instagram.com/grisgrisnola/,Owner,New Orleans
Sneaky Pickle & Bar Brine,info@yousneakypickle.com,(504) 218-5651,Restaurant,"3200 Burgundy St, New Orleans, LA 70117",4.7,1116.0,http://yousneakypickle.com/,https://www.facebook.com/yousneakypickle/,https://www.instagram.com/yousneakypickle/?hl=en,Owner,New Orleans
The Daily Beet,info@thedailybeetnola.com,(504) 605-4413,Health food restaurant,"1000 Girod St, New Orleans, LA 70113",4.8,910.0,http://www.thedailybeetnola.com/,https://www.facebook.com/thedailybeetnola,https://www.instagram.com/thedailybeet/,Owner,New Orleans
Beachbum Berry's Latitude 29,info@latitude29nola.com,(504) 609-3811,Hawaiian restaurant,"321 N Peters St, New Orleans, LA 70130",4.6,1282.0,http://latitude29nola.com/,https://www.facebook.com/beachbumberryslatitude29,https://www.instagram.com/latitude29nola/,Owner,New Orleans
Vincent's Italian Cuisine,vcatal1@gmail.com,(504) 866-9313,Italian restaurant,"7839 St Charles Ave, New Orleans, LA 70118",4.6,1275.0,http://www.vincentsitaliancuisine.com/,,https://www.instagram.com/vincentsitaliancuisine,Owner,New Orleans
Maypop,info@maypopnola.com,+1 504-518-6345,Contemporary Louisiana restaurant,"611 O'Keefe Ave, New Orleans, LA 70113, United States",4.6,1272.0,http://maypopnola.com/,,,Owner,New Orleans
Heard Dat Kitchen,hdatkitchen@gmail.com,(504) 510-4248,Southern restaurant (US),"2520 Felicity St, New Orleans, LA 70113",4.7,1061.0,http://www.hearddatkitchen.com/,,https://www.instagram.com/_hearddat_/,Owner,New Orleans
B Sweet Bistro & Bakery,info@bsweetorelse.com,(504) 224-3906,Restaurant,"704 N Rampart St, New Orleans, LA 70116",4.8,853.0,https://www.bsweetorelse.com/,,https://instagram.com/b_sweeetscakes?utm_medium=copy_linkp,Owner,New Orleans
